lemma	stem	lemma_freq	stem_type
letelepszik	leteleped	24626	cvc
leválik	levál	26616	cvc
szitkozódik	sitkozód	6590	cvc
tegeződik	tegeződöm	6254	cvc
titkolózik	titkolóz	2873	cvc
vesződik	vesődök	11312	cvc
túlórázik	túlóráz	9066	cvc
kosarazik	košaraz	7721	cvc
lebetegszik	lebetegs	1485	cc
cipekedik	cipeked	4233	cvc
felocsúdik	feločúd	6177	cvc
kekeckedik	kekecked	3302	cvc
elvörösödik	elvöröšödök	4783	cvc
visszaugrik	vissaugr	6648	cc
csuklik	čukl	6520	cc
foglaltatik	foglaltat	16039	cvc
idetartozik	idetartoz	11699	cvc
nekifekszik	nekifeks	1247	cc
rászokik	rások	12596	cvc
feltelik	feltel	802	cvc
lekésik	lekéš	19961	cvc
ligázik	ligáz	114	cvc
szlalomozik	slalomoz	1225	cvc
behúzódik	behúzód	9318	cvc
búcsúzkodik	búčúzkod	3282	cvc
kiáltozik	kiáltoz	837	cvc
nedvesedik	nedvešed	3755	cvc
rohangászik	rohangás	3976	cvc
ráhagyatkozik	ráhaḏatkoz	2336	cvc
tisztálkodik	tistálkod	6177	cvc
törölközik	törölközök	1292	cvc
ügyeskedik	üḏešked	11033	cvc
eljátszadozik	eljátsadoz	2834	cvc
megkeseredik	megkešered	5539	cvc
vizsgálódik	vižgálód	22746	cvc
megszomjazik	megsomjaz	5286	cvc
szörnyülködik	sörṉülködök	7983	cvc
akadékoskodik	akadékoškod	3726	cvc
belecsúszik	belečús	6312	cvc
búvik	búv	2269	cvc
gyűlölködik	ḏűlölködöm	6178	cvc
haldoklik	haldokl	21831	cc
házasodik	házašod	48749	cvc
táborozik	táboroz	19944	cvc
bizonytalankodik	bizoṉtalankod	4183	cvc
húzódzkodik	húzódzkod	1709	cvc
pipázik	pipáz	3608	cvc
rendezkedik	rendezked	17362	cvc
rugaszkodik	rugaskod	7279	cvc
megtelik	megtel	105762	cvc
sikítozik	šikítoz	3535	cvc
élvezkedik	élvezked	4178	cvc
borsozik	boršoz	15047	cvc
csókolózik	čókolóz	18284	cvc
elköteleződik	elköteleződöm	11200	cvc
falatozik	falatoz	15786	cvc
kockázik	kockáz	31690	cvc
kérkedik	kérked	10714	cvc
visszacsúszik	vissačús	8833	cvc
berzenkedik	berzenked	3632	cvc
lekanyarodik	lekaṉarod	5560	cvc
toszik	tos	1131	cvc
tépelődik	tépelődök	5780	cvc
átúszik	átús	5691	cvc
erőszakoskodik	erősakoškod	6921	cvc
győződik	ḏőződöm	138711	cvc
kajakozik	kajakoz	4622	cvc
kézilabdázik	kézilabdáz	8370	cvc
lázadozik	lázadoz	5616	cvc
telepszik	teleps	93057	cc
temetkezik	temetkez	8649	cvc
zötykölődik	zöṯkölődöm	3556	cvc
búvárkodik	búvárkod	10030	cvc
elhúzódik	elhúzód	34396	cvc
elázik	eláz	14135	cvc
felegyenesedik	feleḏenešed	6495	cvc
fiatalodik	fiatalod	6846	cvc
túlaggódik	túlaggód	1138	cvc
eltörik	eltörök	52908	cvc
iratkozik	iratkoz	135875	cvc
leheveredik	lehevered	4231	cvc
mesterkedik	mešterked	5352	cvc
ordítozik	ordítoz	7808	cvc
zsonglőrködik	žonglőrködöm	3950	cvc
elgyönyörködik	elḏöṉörködöm	1397	cvc
fénylik	féṉl	21630	cc
késlekedik	kéšleked	18894	cvc
megzavarodik	megzavarod	8400	cvc
vágódik	vágód	11694	cvc
gyanakszik	ḏanakod	68227	cvc
hánykolódik	háṉkolód	5657	cvc
kontárkodik	kontárkod	1129	cvc
belefekszik	belefeks	3727	cc
esedezik	ešedez	9804	cvc
fészkelődik	féskelődöm	5381	cvc
szervezkedik	servezked	10558	cvc
színészkedik	sínésked	7379	cvc
átlapozik	átlapoz	1656	cvc
végigalszik	végigals	3546	cc
bebaszik	bebas	1996	cvc
bemelegszik	bemelegs	2463	cc
elszökik	elsökök	11274	cvc
kotlik	kotl	3286	cc
belekontárkodik	belekontárkod	1722	cvc
betegeskedik	betegešked	9158	cvc
finomkodik	finomkod	5135	cvc
gonoszkodik	gonoskod	2552	cvc
leledzik	leledz	8370	cc
megtámaszkodik	megtámaskod	2192	cvc
rákanyarodik	rákaṉarod	2088	cvc
összebarátkozik	össebarátkoz	15069	cvc
újrajátszik	újrajáts	3298	cc
becsatlakozik	bečatlakoz	11766	cvc
cikázik	cikáz	17022	cvc
kiérzik	kiérz	262	cc
kívántatik	kívántat	1400	cvc
elidőzik	elidőzöm	13466	cvc
formálódik	formálód	36394	cvc
kocsikázik	kočikáz	5753	cvc
megerősödik	megerőšödök	85075	cvc
nekirugaszkodik	nekirugaskod	2781	cvc
veszekszik	veseked	39570	cvc
bűnhődik	bűnhődöm	9071	cvc
hatódik	hatód	3690	cvc
kijelentkezik	kijelentkez	5111	cvc
kászálódik	kásálód	2552	cvc
nyulászik	ṉulás	200	cvc
rázódik	rázód	3960	cvc
tétlenkedik	tétlenked	15046	cvc
futamodik	futamod	3227	cvc
hálálkodik	hálálkod	5921	cvc
leérettségizik	leérettšégiz	7771	cvc
látszódik	látsód	61395	cvc
megfutamodik	megfutamod	7125	cvc
óvatoskodik	óvatoškod	2608	cvc
elajándékozik	elajándékoz	2366	cvc
elvigyorodik	elviḏorod	4012	cvc
előbújik	előbúj	16534	cvc
fésülködik	féšülködöm	2935	cvc
hazaköltözik	hazaköltözök	8853	cvc
belélegzik	belélegz	5441	cc
epekedik	epeked	5130	cvc
húzódozik	húzódoz	2929	cvc
leskelődik	leškelődöm	4977	cvc
locsolkodik	ločolkod	2356	cvc
madarászik	madarás	1060	cvc
nyugtalankodik	ṉugtalankod	6592	cvc
taxizik	taxiz	1888	cvc
vigasztalódik	vigastalód	7309	cvc
befosik	befoš	973	cvc
eliszik	elis	3460	cvc
felköltözik	felköltözöm	4408	cvc
kiöregszik	kiöregs	1388	cc
meghízik	meghíz	7075	cvc
megütközik	megütközöm	8422	cvc
szaglászik	saglás	767	cvc
tengődik	tengődök	10351	cvc
álmélkodik	álmélkod	5761	cvc
alszik	alus	668614	cvc
odaugrik	odaugr	2836	cc
pedálozik	pedáloz	2131	cvc
áramlik	áraml	85538	cc
bedilizik	bediliz	638	cvc
kimerészkedik	kimerésked	5119	cvc
megtetszik	megtets	80870	cc
sikoltozik	šikoltoz	8245	cvc
szökik	sökök	64890	cvc
tápozik	tápoz	346	cvc
belerázódik	belerázód	4598	cvc
ideköltözik	ideköltözöm	4291	cvc
leskelődik	leškelődök	4977	cvc
levizsgázik	levižgáz	6298	cvc
megalkudik	megalkus	6271	cvc
pásztázik	pástáz	1268	cvc
szegődik	segődök	26862	cvc
vizesedik	vizešed	3171	cvc
korosodik	korošod	1301	cvc
megcsömörlik	megčömörlök	2450	cvc
utálkozik	utálkoz	2391	cvc
vonaglik	vonagl	6602	cc
befékezik	befékez	441	cvc
elhízik	elhíz	7332	cvc
hangzik	hangz	530652	cc
olvadozik	olvadoz	3573	cvc
képződik	képződöm	75875	cvc
ugrándozik	ugrándoz	8866	cvc
átcsúszik	átčús	9205	cvc
örömködik	örömködöm	4042	cvc
hazaugrik	hazaugr	1236	cc
költözködik	költözködöm	3358	cvc
levetkőzik	levetkőzöm	17686	cvc
megszökik	megsökök	45059	cvc
sínylődik	šíṉlődöm	4915	cvc
telítődik	telítődöm	13702	cvc
becsavarodik	bečavarod	2360	cvc
cselezik	čelez	1793	cvc
hintázik	hintáz	9317	cvc
odatartozik	odatartoz	1326	cvc
ajánlkozik	ajánlkoz	4605	cvc
alkalmatlankodik	alkalmatlankod	918	cvc
angolozik	angoloz	1000	cvc
csalizik	čaliz	1630	cvc
elbotlik	elbotl	2069	cc
elkárhozik	elkárhoz	4213	cvc
felzárkózik	felzárkóz	35447	cvc
gyűlölködik	ḏűlölködök	6178	cvc
kimelegszik	kimelegs	1037	cc
kukacoskodik	kukacoškod	1681	cvc
megszökik	megsököm	45059	cvc
rakodik	rakod	7911	cvc
türelmetlenkedik	türelmetlenked	3453	cvc
élősködik	élőšködöm	9346	cvc
búslakodik	búšlakod	8087	cvc
felfekszik	felfeks	4410	cc
fukarkodik	fukarkod	8454	cvc
garázdálkodik	garázdálkod	10887	cvc
odautazik	odautaz	516	cvc
sztorizik	storiz	1497	cvc
elbaszik	elbas	6474	cvc
elvágyódik	elváḏód	1818	cvc
kerekedik	kereked	69864	cvc
kikeveredik	kikevered	5335	cvc
kémkedik	kémked	9300	cvc
pszik	ps	181	cc
tempózik	tempóz	2816	cvc
hokizik	hokiz	1800	cvc
kihalászik	kihalás	4913	cvc
sütkérezik	šütkérez	7654	cvc
torlik	torl	899	cc
visszarázódik	vissarázód	2792	cvc
zsörtölődik	žörtölődöm	3330	cvc
gyarapszik	ḏarapod	86849	cvc
leköltözik	leköltözöm	3615	cvc
mozgolódik	mozgolód	6963	cvc
rácsatlakozik	ráčatlakoz	6642	cvc
tanyázik	taṉáz	20309	cvc
belebonyolódik	beleboṉolód	5790	cvc
belehelyezkedik	belehejezked	3591	cvc
bemerészkedik	bemerésked	4912	cvc
felutazik	felutaz	2778	cvc
félrehúzódik	félrehúzód	3381	cvc
fészkelődik	féskelődök	5381	cvc
izmosodik	izmošod	4740	cvc
könnyezik	köṉṉez	3047	cvc
szorgoskodik	sorgoškod	8106	cvc
belebukik	belebuk	12239	cvc
berendezkedik	berendezked	14613	cvc
botránkozik	botránkoz	3482	cvc
felhalmozik	felhalmoz	2100	cvc
hányódik	háṉód	3101	cvc
kivásik	kiváš	138	cvc
nekiiramodik	nekiiramod	2087	cvc
nyomdázik	ṉomdáz	1852	cvc
telítődik	telítődök	13702	cvc
veselkedik	vešelked	2295	cvc
csimpaszkodik	čimpaskod	4352	cvc
előhozakodik	előhozakod	4819	cvc
felejtkezik	felejtkez	9049	cvc
okosodik	okošod	6651	cvc
ráfanyalodik	ráfaṉalod	1386	cvc
sopánkodik	šopánkod	6686	cvc
takarodik	takarod	16356	cvc
tudakozódik	tudakozód	4897	cvc
visszaérkezik	vissaérkez	14508	cvc
vádaskodik	vádaškod	5755	cvc
átvedlik	átvedl	1515	cc
elmélázik	elméláz	2827	cvc
közösködik	közöšködöm	2915	cvc
lelkizik	lelkiz	1747	cvc
megugrik	megugr	36752	cc
államvizsgázik	államvižgáz	1485	cvc
beleavatkozik	beleavatkoz	10240	cvc
benedvesedik	benedvešed	1422	cvc
bomlik	boml	48249	cc
dudorászik	dudorás	3096	cvc
harangozik	harangoz	13662	cvc
méltatlankodik	méltatlankod	9608	cvc
pironkodik	pironkod	4029	cvc
szomjúhozik	somjúhoz	2852	cvc
tenyészik	teṉés	8988	cvc
tükröződik	tükröződöm	50822	cvc
beleiszik	beleis	1849	cvc
bepofátlankodik	bepofátlankod	779	cvc
illeszkedik	illesked	221161	cvc
kiötlik	kiötlök	2504	cvc
meghúzódik	meghúzód	13135	cvc
visszaszokik	vissasok	2801	cvc
belekotnyeleskedik	belekotṉelešked	376	cvc
egyezkedik	eḏezked	9405	cvc
faggatózik	faggatóz	1750	cvc
gyengélkedik	ḏengélked	6911	cvc
hahotázik	hahotáz	3528	cvc
hozzátartozik	hozzátartoz	96598	cvc
keményedik	keméṉed	8028	cvc
megmászik	megmás	24702	cvc
pacsizik	pačiz	1963	cvc
átkozódik	átkozód	3739	cvc
évődik	évődöm	2007	cvc
behugyozik	behuḏoz	448	cvc
elvetődik	elvetődöm	2577	cvc
gyötrődik	ḏötrődök	7873	cvc
rámászik	rámás	2364	cvc
tamáskodik	tamáškod	788	cvc
vedlik	vedl	5893	cc
zötykölődik	zöṯkölődök	3556	cvc
átnyálazik	átṉálaz	169	cvc
becsapódik	bečapód	7547	cvc
belegabalyodik	belegabajod	4933	cvc
furikázik	furikáz	5701	cvc
futkorászik	futkorás	1585	cvc
gazdagodik	gazdags	134939	cc
kosárlabdázik	košárlabdáz	5674	cvc
mentegetőzik	mentegetőzöm	2003	cvc
átköltözik	átköltözök	17698	cvc
betolakszik	betolakod	2256	cvc
bábozik	báboz	1445	cvc
fagyizik	faḏiz	6324	cvc
kibukik	kibuk	7870	cvc
kiteljesedik	kitelješed	31203	cvc
megalázkodik	megalázkod	3263	cvc
ráparázik	ráparáz	736	cvc
szökik	sököm	64890	cvc
visszaköltözik	vissaköltözök	14598	cvc
ügyetlenkedik	üḏetlenked	1969	cvc
becsúszik	bečús	22684	cvc
beparázik	beparáz	1761	cvc
elcsendesedik	elčendešed	15924	cvc
erősködik	erőšködök	7991	cvc
háborúzik	háborúz	11765	cvc
odaérkezik	odaérkez	3083	cvc
fésülködik	féšülködök	2935	cvc
hullámzik	hullámz	19472	cc
kiválik	kivál	22488	cvc
labdázik	labdáz	7296	cvc
méltóztatik	méltóztat	9550	cvc
rátelepszik	ráteleped	8843	cvc
ámuldozik	ámuldoz	3333	cvc
átmelegszik	átmelegs	1943	cc
íjászkodik	íjáskod	2052	cvc
beutazik	beutaz	12725	cvc
cigányozik	cigáṉoz	1491	cvc
elkedvetlenedik	elkedvetlened	2025	cvc
hangoskodik	hangoškod	8641	cvc
iramodik	iramod	4404	cvc
lekuporodik	lekuporod	2012	cvc
levetkőzik	levetkőzök	17686	cvc
megmerevedik	megmereved	9983	cvc
rimánkodik	rimánkod	4130	cvc
taktikázik	taktikáz	10243	cvc
visszahízik	vissahíz	2049	cvc
visszakozik	vissakoz	8527	cvc
vásik	váš	1244	cvc
vízilabdázik	vízilabdáz	2345	cvc
bizonytalanodik	bizoṉtalanod	3621	cvc
elkeveredik	elkevered	8855	cvc
felmelegszik	felmelegs	14159	cc
markolászik	markolás	3773	cvc
parik	par	110	cvc
ráesik	ráeš	6219	cvc
röplabdázik	röplabdáz	3986	cvc
álmosodik	álmošod	1357	cvc
alacsonyodik	alačoṉod	1870	cvc
barlangászik	barlangás	962	cvc
elúszik	elús	19339	cvc
győződik	ḏőződök	138711	cvc
kikanyarodik	kikaṉarod	2554	cvc
leúszik	leús	2169	cvc
megbántódik	megbántód	2449	cvc
rosszalkodik	rossalkod	6227	cvc
szőrösödik	sőröšödöm	950	cvc
ékszerdobozik	ékserdoboz	68	cvc
cselekszik	čeleked	280658	cvc
elimádkozik	elimádkoz	3423	cvc
eltávozik	eltávoz	49603	cvc
felülkerekedik	felülkereked	19582	cvc
fenyegetőzik	feṉegetőzök	26787	cvc
kinyújtózik	kiṉújtóz	2147	cvc
megfésülködik	megféšülködöm	969	cvc
nyáladzik	ṉáladz	2158	cc
növekszik	növeked	520866	cvc
settenkedik	šettenked	3595	cvc
szétfolyik	sétfoj	5646	cvc
zsírosodik	žírošod	5118	cvc
átbújik	átbúj	3316	cvc
bevágódik	bevágód	3226	cvc
diplomázik	diplomáz	27815	cvc
elbíbelődik	elbíbelődöm	1009	cvc
fuvolázik	fuvoláz	1280	cvc
kamerázik	kameráz	3140	cvc
kimúlik	kimúl	6561	cvc
megnyugszik	megṉugod	149114	cvc
tegeződik	tegeződök	6254	cvc
telik	tel	654760	cvc
verekszik	vereked	32024	cvc
bujdosik	bujdoš	4942	cvc
bűvészkedik	bűvésked	3597	cvc
elautózik	elautóz	2307	cvc
fagyoskodik	faḏoškod	5038	cvc
kijózanodik	kijózanod	4598	cvc
meghasonlik	meghašonl	3183	cc
melléfekszik	melléfeks	487	cc
ollózik	ollóz	3460	cvc
szellőzik	sellőzök	22012	cvc
tápászkodik	tápáskod	2018	cvc
vagdalkozik	vagdalkoz	3657	cvc
vágtázik	vágtáz	4820	cvc
zavarodik	zavarod	11253	cvc
őrködik	őrködök	18581	cvc
edződik	edződöm	7138	cvc
elfolyik	elfoj	13252	cvc
elábrándozik	elábrándoz	693	cvc
megelégszik	megeléged	73754	cvc
nevelkedik	nevelked	46282	cvc
solymászik	šojmás	218	cvc
tréfálkozik	tréfálkoz	5571	cvc
végigdolgozik	végigdolgoz	1244	cvc
vörösödik	vöröšödöm	2652	cvc
állapodik	állapod	73318	cvc
beilleszkedik	beillesked	40130	cvc
gyerekezik	ḏerekez	269	cvc
hanyatlik	haṉatl	15385	cc
lelepleződik	lelepleződöm	7784	cvc
leérkezik	leérkez	1732	cvc
megvigasztalódik	megvigastalód	1959	cvc
odaköltözik	odaköltözök	4631	cvc
orientálódik	orientálód	6365	cvc
rájátszik	rájáts	5800	cc
tapogatózik	tapogatódz	14479	cc
vetkőzik	vetkőzöm	24148	cvc
végződik	végződöm	106528	cvc
alázkodik	alázkod	1842	cvc
bizonyosodik	bizoṉošod	29527	cvc
elhajlik	elhajl	5678	cc
kibogarászik	kibogarás	47	cvc
megalszik	megals	2203	cc
meghunyászkodik	meghuṉáskod	2480	cvc
odabaszik	odabas	1169	cvc
puhatolózik	puhatolóz	1377	cvc
vigyorodik	viḏorod	2118	cvc
összecsuklik	össečukl	3031	cc
belehabarodik	belehabarod	2316	cvc
csetlik	četl	386	cc
fanyalodik	faṉalod	2114	cvc
kiegyenesedik	kieḏenešed	7986	cvc
lemerevedik	lemereved	1592	cvc
mobilozik	mobiloz	1867	cvc
szövetkezik	sövetkez	21303	cvc
virágzik	virágz	83044	cc
zajlik	zajl	746813	cc
befürdik	befürdök	2189	cvc
bejátszik	bejáts	6540	cc
csigázik	čigáz	63	cvc
elbicajozik	elbicajoz	119	cvc
elterpeszkedik	elterpesked	1032	cvc
előíratik	előírat	158	cvc
kacarászik	kacarás	1946	cvc
kiemelkedik	kiemelked	95246	cvc
kilélegzik	kilélegz	1281	cc
kimagozik	kimagoz	5432	cvc
kiviharzik	kiviharz	1675	cc
kiöltözik	kiöltözöm	3828	cvc
leselkedik	lešelked	19027	cvc
megmelegszik	megmelegs	990	cc
megverekszik	megvereks	1044	cc
merevedik	mereved	5585	cvc
nyelvészkedik	ṉelvésked	669	cvc
odafekszik	odafeks	736	cc
pingpongozik	pingpongoz	3522	cvc
ráhalmozik	ráhalmoz	387	cvc
szemétkedik	semétked	1389	cvc
bekéredzkedik	bekéredzked	2003	cvc
beleérzik	beleérz	58	cc
buzgólkodik	buzgólkod	2888	cvc
csúfolódik	čúfolód	2254	cvc
elvágódik	elvágód	1945	cvc
fölmászik	fölmás	2613	cvc
gabalyodik	gabajod	5752	cvc
határolódik	határolód	8459	cvc
keletkezik	keletkez	429200	cvc
megázik	megáz	3270	cvc
romlik	roml	195968	cc
ránehezedik	ránehezed	3468	cvc
szerénykedik	seréṉked	4231	cvc
szobrozik	sobroz	1224	cvc
tanácskozik	tanáčkoz	21064	cvc
vendégeskedik	vendégešked	21782	cvc
viharzik	viharz	2411	cc
vonatkozik	vonatkoz	740326	cvc
átíratik	átírat	2406	cvc
bedühödik	bedühödök	1217	cvc
cidrizik	cidriz	413	cvc
elszörnyülködik	elsörṉülködök	1423	cvc
fogyatkozik	foḏatkoz	8930	cvc
folytatódik	fojtatód	572068	cvc
hitelezik	hitelez	2785	cvc
lekászálódik	lekásálód	1271	cvc
mókázik	mókáz	4444	cvc
odaveszik	odaves	13566	cvc
tiplizik	tipliz	412	cvc
baszakodik	basakod	1540	cvc
bepasizik	bepašiz	478	cvc
beúszik	beús	3996	cvc
elköteleződik	elköteleződök	11200	cvc
elmászik	elmás	2356	cvc
felbátorodik	felbátorod	8306	cvc
idősödik	időšödök	4870	cvc
kaparászik	kaparás	2081	cvc
keménykedik	keméṉked	4304	cvc
költekezik	költekez	6117	cvc
költözködik	költözködök	3358	cvc
malmozik	malmoz	969	cvc
megszokik	megsok	187656	cvc
nyálazik	ṉálaz	286	cvc
rejtőzik	rejtőzöm	58213	cvc
terjeszkedik	terjesked	34705	cvc
továbblapozik	továbblapoz	362	cvc
átkozik	átkoz	4894	cvc
bíráskodik	bíráškod	3616	cvc
cserkészkedik	čerkésked	358	cvc
elvetődik	elvetődök	2577	cvc
kapálózik	kapálódz	6110	cc
karatézik	karatéz	2810	cvc
megtörölközik	megtörölközöm	1032	cvc
odakúszik	odakús	618	cvc
pasizik	pašiz	761	cvc
pereskedik	perešked	7520	cvc
visszajátszik	vissajáts	2746	cc
összetartozik	össetartoz	14584	cvc
beérkezik	beérkez	29636	cvc
csellózik	čellóz	919	cvc
előugrik	előugr	3772	cc
lepacsizik	lepačiz	963	cvc
nehezedik	nehezed	38547	cvc
osztozkodik	ostozkod	6441	cvc
perlekedik	perleked	1989	cvc
rejlik	rejl	197559	cc
szánakozik	sánakoz	3014	cvc
vizezik	vizez	734	cvc
beválik	bevál	81905	cvc
dumcsizik	dumčiz	2150	cvc
elbíbelődik	elbíbelődök	1009	cvc
elenyészik	eleṉés	10808	cvc
elhibázik	elhibáz	1781	cvc
ellik	ell	172853	cc
kiigazodik	kiigazod	8134	cvc
kuporodik	kuporod	3941	cvc
megbotránkozik	megbotránkoz	6863	cvc
rádolgozik	rádolgoz	902	cvc
szedelőzködik	sedelőzködök	1934	cvc
szobabiciklizik	sobabicikliz	300	cvc
szolizik	soliz	696	cvc
sínylődik	šíṉlődök	4915	cvc
teljesedik	telješed	38091	cvc
tolakszik	tolakod	10114	cvc
tudódik	tudód	1403	cvc
tündöklik	tündöklök	3078	cvc
visszaereszkedik	vissaeresked	2150	cvc
vörösödik	vöröšödök	2652	cvc
ölelkezik	ölelkez	6267	cvc
bandázik	bandáz	3279	cvc
elégszik	eléged	184225	cvc
felöltözködik	felöltözködöm	767	cvc
gömbölyödik	gömböjödöm	3513	cvc
hangdobozik	hangdoboz	44	cvc
kiöltözik	kiöltözök	3828	cvc
makacskodik	makačkod	2104	cvc
megtörölközik	megtörölközök	1032	cvc
melegedik	meleged	35425	cvc
vacsizik	vačiz	1096	cvc
züllik	züllök	1993	cvc
összeköltözik	össeköltözöm	7731	cvc
botozik	botoz	445	cvc
brillírozik	brillíroz	8089	cvc
döglődik	döglődök	2107	cvc
elvarázsolódik	elvarážolód	916	cvc
elviharzik	elviharz	3430	cc
gömbölyödik	gömböjödök	3513	cvc
karambolozik	karamboloz	6946	cvc
köteleződik	köteleződöm	3890	cvc
leomlik	leoml	12003	cc
magozik	magoz	1857	cvc
megrökönyödik	megrököṉödök	5083	cvc
raboskodik	raboškod	8171	cvc
szaglik	sagl	1207	cc
ólálkodik	ólálkod	6185	cvc
belelkesedik	belelkešed	1861	cvc
belázasodik	belázašod	4912	cvc
csillagozik	čillagoz	653	cvc
elálmodozik	elálmodoz	246	cvc
felfohászkodik	felfoháskod	205	cvc
konfrontálódik	konfrontálód	7400	cvc
latszik	lats	19733	cc
lefolyik	lefoj	19752	cvc
magázódik	magázód	1546	cvc
parádézik	parádéz	8833	cvc
részesedik	résešed	24890	cvc
szedelőzködik	sedelőzködöm	1934	cvc
átjelentkezik	átjelentkez	2247	cvc
újrafelvételizik	újrafelvételiz	174	cvc
bevonódik	bevonód	3686	cvc
elbúvik	elbúv	169	cvc
felbukik	felbuk	1926	cvc
golfozik	golfoz	1249	cvc
gyöngyözik	ḏönḏözök	7379	cvc
heveredik	hevered	2283	cvc
karácsonyozik	karáčoṉoz	2839	cvc
kiszökik	kisököm	8183	cvc
leköltözik	leköltözök	3615	cvc
lúdbőrzik	lúdbőrzök	416	cvc
megszaglászik	megsaglás	1253	cvc
művelődik	művelődök	4170	cvc
oldaldobozik	oldaldoboz	40	cvc
pompázik	pompáz	35198	cvc
rátámaszkodik	rátámaskod	1459	cvc
szigorlatozik	sigorlatoz	593	cvc
tollasozik	tollašoz	1732	cvc
turistáskodik	turištáškod	1689	cvc
visszaszületik	vissasület	170	cvc
aláíratik	aláírat	6661	cvc
csavarodik	čavarod	9265	cvc
díszdobozik	dísdoboz	41	cvc
elszenderedik	elsendered	1991	cvc
felfázik	felfáz	1321	cvc
furakszik	furaks	4959	cc
fölugrik	fölugr	2214	cc
gyarapszik	ḏaraps	86849	cc
győzik	ḏőzöm	3094	cvc
horgászik	horgás	54507	cvc
jótékonykodik	jótékoṉkod	7517	cvc
kezdődik	kezdődöm	1314350	cvc
korlátozódik	korlátozód	62047	cvc
megolajozik	megolajoz	536	cvc
restelkedik	reštelked	967	cvc
samponozik	šamponoz	99	cvc
szétcsúszik	sétčús	4941	cvc
szőrösödik	sőröšödök	950	cvc
triatlonozik	triatlonoz	1168	cvc
társalkodik	táršalkod	933	cvc
udvariaskodik	udvariaškod	1591	cvc
állomásozik	állomášoz	17398	cvc
élcelődik	élcelődöm	4503	cvc
összebújik	össebúj	3225	cvc
bábáskodik	bábáškod	5536	cvc
bűnhődik	bűnhődök	9071	cvc
egyenesedik	eḏenešed	3332	cvc
elrejtőzik	elrejtőzöm	15459	cvc
elszökik	elsököm	11274	cvc
felkúszik	felkús	7269	cvc
hivalkodik	hivalkod	3478	cvc
idepofátlankodik	idepofátlankod	124	cvc
kilátszik	kiláts	8159	cc
kiszökik	kisökök	8183	cvc
leeszik	lees	3484	cvc
leiratkozik	leiratkoz	40961	cvc
megmutatkozik	megmutatkoz	79500	cvc
nagyképűsködik	naḏképűšködöm	859	cvc
roskadozik	roškadoz	11094	cvc
spirálozik	špiráloz	560	cvc
sziporkázik	siporkáz	4822	cvc
végrendelkezik	végrendelkez	4099	cvc
zsörtölődik	žörtölődök	3330	cvc
átszokik	átsok	2899	cvc
ötlik	ötlök	14667	cvc
újrapróbálkozik	újrapróbálkoz	359	cvc
balettozik	balettoz	1326	cvc
beviharzik	beviharz	987	cc
bányászik	báṉás	16534	cvc
elpityeredik	elpiṯered	1089	cvc
elvergődik	elvergődök	1308	cvc
fogózik	fogódz	1173	cc
kiúszik	kiús	3383	cvc
megnyilatkozik	megṉilatkoz	6736	cvc
nyalizik	ṉaliz	625	cvc
rozsdásodik	roždášod	7072	cvc
rázkódik	rázkód	6310	cvc
szabálytalankodik	sabájtalankod	6970	cvc
szakosodik	sakošod	15303	cvc
törölközik	törölközöm	1292	cvc
verejtékezik	verejtékez	3711	cvc
visszakeveredik	vissakevered	613	cvc
átbogarászik	átbogarás	718	cvc
ökörködik	ökörködök	1755	cvc
összeházasodik	össeházašod	22493	cvc
buzizik	buziz	1052	cvc
egyik	eḏikök	9067194	cvc
