variation	base	category	suffix	input	output1	output
cselekszenek/cselekednek	távolodik	low	ünk	távolodiK	távolodunk	távolodVnk
cselekszenek/cselekednek	sikeredik	low	tek	šikerediK	šikeredtek	šikeredtVk
cselekszenek/cselekednek	származik	low	ünk	sármaziK	sármazunk	sármazVnk
cselekszenek/cselekednek	vétkezik	low	tek	vétkeziK	vétkeztek	vétkeztVk
cselekszenek/cselekednek	adózik	low	ünk	adóziK	adózunk	adózVnk
cselekszenek/cselekednek	alapszik	high	nek	alapsiK	alapsanak	alapsVnVk
cselekszenek/cselekednek	csalódik	low	nek	čalódiK	čalódnak	čalódnVk
cselekszenek/cselekednek	növekszik	high	nek	növeksiK	növeksenek	növeksVnVk
cselekszenek/cselekednek	növekszik	low	nek	növeksiK	növeksenek	növeksVnVk
cselekszenek/cselekednek	várakozik	low	ünk	várakoziK	várakozunk	várakozVnk
cselekszenek/cselekednek	távozik	low	ünk	távoziK	távozunk	távozVnk
cselekszenek/cselekednek	erőlködik	low	nek	erőlködiK	erőlködnek	erőlködnVk
cselekszenek/cselekednek	bonyolódik	low	nek	boṉolódiK	boṉolódnak	boṉolódnVk
cselekszenek/cselekednek	gyanakszik	high	nek	ḏanaksiK	ḏanakodnak	ḏanakodnVk
cselekszenek/cselekednek	gyanakszik	low	nek	ḏanaksiK	ḏanakodnak	ḏanakodnVk
cselekszenek/cselekednek	haragszik	high	ünk	haragsiK	haragsunk	haragsVnk
cselekszenek/cselekednek	haragszik	low	ünk	haragsiK	haragsunk	haragsVnk
cselekszenek/cselekednek	csúszik	low	ünk	čúsiK	čúsunk	čúsVnk
cselekszenek/cselekednek	kerekedik	low	nek	kerekediK	kerekednek	kerekednVk
cselekszenek/cselekednek	túrázik	low	ünk	túráziK	túrázunk	túrázVnk
cselekszenek/cselekednek	járőrözik	low	nek	járőröziK	járőröznek	járőröznVk
cselekszenek/cselekednek	segédkezik	low	nek	šegédkeziK	šegédkeznek	šegédkeznVk
cselekszenek/cselekednek	öröklődik	low	nek	öröklődiK	öröklődnek	öröklődnVk
cselekszenek/cselekednek	kínálkozik	low	nek	kínálkoziK	kínálkoznak	kínálkoznVk
cselekszenek/cselekednek	időzik	low	nek	időziK	időznek	időznVk
cselekszenek/cselekednek	úszik	low	ünk	úsiK	úsunk	úsVnk
cselekszenek/cselekednek	szóródik	low	nek	sóródiK	sóródnak	sóródnVk
cselekszenek/cselekednek	fürdik	low	ünk	fürdiK	fürdünk	fürdVnk
cselekszenek/cselekednek	csalódik	low	ünk	čalódiK	čalódunk	čalódVnk
cselekszenek/cselekednek	omlik	high	nek	omliK	omlanak	omlVnVk
cselekszenek/cselekednek	sodródik	low	ünk	šodródiK	šodródunk	šodródVnk
cselekszenek/cselekednek	küszködik	low	ünk	küsködiK	küsködünk	küsködVnk
cselekszenek/cselekednek	autózik	low	ünk	autóziK	autózunk	autózVnk
cselekszenek/cselekednek	vizsgázik	low	nek	vižgáziK	vižgáznak	vižgáznVk
cselekszenek/cselekednek	álmodozik	low	ünk	álmodoziK	álmodozunk	álmodozVnk
cselekszenek/cselekednek	hangzik	high	nek	hangziK	hangoznak	hangoznVk
cselekszenek/cselekednek	magasodik	low	nek	magašodiK	magašodnak	magašodnVk
cselekszenek/cselekednek	vonakodik	low	nek	vonakodiK	vonakodnak	vonakodnVk
cselekszenek/cselekednek	igazodik	low	ünk	igazodiK	igazodunk	igazodVnk
cselekszenek/cselekednek	lakik	low	tek	lakiK	laktok	laktVk
cselekszenek/cselekednek	verekszik	high	tek	vereksiK	verekedtek	verekedtVk
cselekszenek/cselekednek	verekszik	low	tek	vereksiK	verekedtek	verekedtVk
cselekszenek/cselekednek	hallatszik	high	nek	hallatsiK	hallatsanak	hallatsVnVk
cselekszenek/cselekednek	ereszkedik	low	tek	ereskediK	ereskedtek	ereskedtVk
cselekszenek/cselekednek	bújik	low	ünk	bújiK	bújunk	bújVnk
cselekszenek/cselekednek	intézkedik	low	ünk	intézkediK	intézkedünk	intézkedVnk
cselekszenek/cselekednek	ingázik	low	nek	ingáziK	ingáznak	ingáznVk
cselekszenek/cselekednek	érintkezik	low	tek	érintkeziK	érintkeztek	érintkeztVk
cselekszenek/cselekednek	nevelkedik	low	nek	nevelkediK	nevelkednek	nevelkednVk
cselekszenek/cselekednek	kételkedik	low	tek	kételkediK	kételkedtek	kételkedtVk
cselekszenek/cselekednek	szokik	low	nek	sokiK	soknak	soknVk
cselekszenek/cselekednek	éhezik	low	tek	éheziK	éheztek	éheztVk
cselekszenek/cselekednek	fáradozik	low	ünk	fáradoziK	fáradozunk	fáradozVnk
cselekszenek/cselekednek	fotózik	low	nek	fotóziK	fotóznak	fotóznVk
cselekszenek/cselekednek	készülődik	low	ünk	késülődiK	késülődünk	késülődVnk
cselekszenek/cselekednek	nehezedik	low	nek	nehezediK	nehezednek	nehezednVk
cselekszenek/cselekednek	irtózik	low	nek	irtóziK	irtóznak	irtóznVk
cselekszenek/cselekednek	roskadozik	low	nek	roškadoziK	roškadoznak	roškadoznVk
cselekszenek/cselekednek	szerződik	low	nek	serződiK	serződnek	serződnVk
cselekszenek/cselekednek	öltözködik	low	nek	öltözködiK	öltözködnek	öltözködnVk
cselekszenek/cselekednek	vacsorázik	low	ünk	vačoráziK	vačorázunk	vačorázVnk
cselekszenek/cselekednek	vergődik	low	nek	vergődiK	vergődnek	vergődnVk
cselekszenek/cselekednek	élősködik	low	nek	élőšködiK	élőšködnek	élőšködnVk
cselekszenek/cselekednek	siklik	high	nek	šikliK	šiklanak	šiklVnVk
cselekszenek/cselekednek	kételkedik	low	ünk	kételkediK	kételkedünk	kételkedVnk
cselekszenek/cselekednek	melegedik	low	nek	melegediK	melegednek	melegednVk
cselekszenek/cselekednek	ígérkezik	low	nek	ígérkeziK	ígérkeznek	ígérkeznVk
cselekszenek/cselekednek	tolódik	low	nek	tolódiK	tolódnak	tolódnVk
cselekszenek/cselekednek	vetélkedik	low	nek	vetélkediK	vetélkednek	vetélkednVk
cselekszenek/cselekednek	gazdagodik	low	ünk	gazdagodiK	gazdagodunk	gazdagodVnk
cselekszenek/cselekednek	ereszkedik	low	nek	ereskediK	ereskednek	ereskednVk
cselekszenek/cselekednek	unatkozik	low	ünk	unatkoziK	unatkozunk	unatkozVnk
cselekszenek/cselekednek	harangozik	low	nek	harangoziK	harangoznak	harangoznVk
cselekszenek/cselekednek	alszik	high	nek	alsiK	alusnak	alusnVk
cselekszenek/cselekednek	alszik	low	nek	alsiK	alusnak	alusnVk
cselekszenek/cselekednek	dobálózik	low	nek	dobálóziK	dobálóznak	dobálóznVk
cselekszenek/cselekednek	szomjazik	low	nek	somjaziK	somjaznak	somjaznVk
cselekszenek/cselekednek	bukik	low	ünk	bukiK	bukunk	bukVnk
cselekszenek/cselekednek	ítélkezik	low	ünk	ítélkeziK	ítélkezünk	ítélkezVnk
cselekszenek/cselekednek	osztódik	low	nek	ostódiK	ostódnak	ostódnVk
cselekszenek/cselekednek	autózik	low	nek	autóziK	autóznak	autóznVk
cselekszenek/cselekednek	vágyakozik	low	ünk	váḏakoziK	váḏakozunk	váḏakozVnk
cselekszenek/cselekednek	burkolózik	low	nek	burkolóziK	burkolóznak	burkolóznVk
cselekszenek/cselekednek	hiányzik	high	nek	hiáṉziK	hiáṉzanak	hiáṉzVnVk
cselekszenek/cselekednek	vonzódik	low	ünk	vonzódiK	vonzódunk	vonzódVnk
cselekszenek/cselekednek	verekszik	high	nek	vereksiK	verekednek	verekednVk
cselekszenek/cselekednek	verekszik	low	nek	vereksiK	verekednek	verekednVk
cselekszenek/cselekednek	hajlik	high	ünk	hajliK	hajlunk	hajlVnk
cselekszenek/cselekednek	lobbizik	low	nek	lobbiziK	lobbiznak	lobbiznVk
cselekszenek/cselekednek	botlik	high	nek	botliK	botlanak	botlVnVk
cselekszenek/cselekednek	nézelődik	low	ünk	nézelődiK	nézelődünk	nézelődVnk
cselekszenek/cselekednek	temetkezik	low	tek	temetkeziK	temetkeztek	temetkeztVk
cselekszenek/cselekednek	melegszik	high	nek	melegsiK	melegsenek	melegsVnVk
cselekszenek/cselekednek	kamatozik	low	nek	kamatoziK	kamatoznak	kamatoznVk
cselekszenek/cselekednek	tobzódik	low	nek	tobzódiK	tobzódnak	tobzódnVk
cselekszenek/cselekednek	vitázik	low	ünk	vitáziK	vitázunk	vitázVnk
cselekszenek/cselekednek	tűnik	low	ünk	tűniK	tűnünk	tűnVnk
cselekszenek/cselekednek	zsugorodik	low	nek	žugorodiK	žugorodnak	žugorodnVk
cselekszenek/cselekednek	nézelődik	low	nek	nézelődiK	nézelődnek	nézelődnVk
cselekszenek/cselekednek	nekiesik	low	tek	nekiešiK	nekieštek	nekieštVk
cselekszenek/cselekednek	rajzik	high	nek	rajziK	rajzanak	rajzVnVk
cselekszenek/cselekednek	utazik	low	tek	utaziK	utaztok	utaztVk
cselekszenek/cselekednek	keveredik	low	ünk	keverediK	keveredünk	keveredVnk
cselekszenek/cselekednek	időzik	low	ünk	időziK	időzünk	időzVnk
cselekszenek/cselekednek	tengődik	low	nek	tengődiK	tengődnek	tengődnVk
cselekszenek/cselekednek	veszekszik	high	ünk	veseksiK	veseksünk	veseksVnk
cselekszenek/cselekednek	veszekszik	low	ünk	veseksiK	veseksünk	veseksVnk
cselekszenek/cselekednek	fénylik	high	nek	féṉliK	féṉlenek	féṉlVnVk
cselekszenek/cselekednek	virágzik	high	nek	virágziK	virágzanak	virágzVnVk
cselekszenek/cselekednek	trükközik	low	nek	trükköziK	trükköznek	trükköznVk
cselekszenek/cselekednek	gyanakszik	high	ünk	ḏanaksiK	ḏanaksunk	ḏanaksVnk
cselekszenek/cselekednek	gyanakszik	low	ünk	ḏanaksiK	ḏanaksunk	ḏanaksVnk
cselekszenek/cselekednek	fertőződik	low	nek	fertőződiK	fertőződnek	fertőződnVk
cselekszenek/cselekednek	hazudozik	low	nek	hazudoziK	hazudoznak	hazudoznVk
cselekszenek/cselekednek	étkezik	low	tek	étkeziK	étkeztek	étkeztVk
cselekszenek/cselekednek	irigykedik	low	nek	iriḏkediK	iriḏkednek	iriḏkednVk
cselekszenek/cselekednek	értekezik	low	nek	értekeziK	értekeznek	értekeznVk
cselekszenek/cselekednek	őrködik	low	nek	őrködiK	őrködnek	őrködnVk
cselekszenek/cselekednek	vadászik	low	ünk	vadásiK	vadásunk	vadásVnk
cselekszenek/cselekednek	verődik	low	nek	verődiK	verődnek	verődnVk
cselekszenek/cselekednek	reggelizik	low	ünk	reggeliziK	reggelizünk	reggelizVnk
cselekszenek/cselekednek	teljesedik	low	nek	telješediK	telješednek	telješednVk
cselekszenek/cselekednek	ötvöződik	low	nek	ötvöződiK	ötvöződnek	ötvöződnVk
cselekszenek/cselekednek	viccelődik	low	nek	viccelődiK	viccelődnek	viccelődnVk
cselekszenek/cselekednek	érződik	low	nek	érződiK	érződnek	érződnVk
cselekszenek/cselekednek	ingadozik	low	nek	ingadoziK	ingadoznak	ingadoznVk
cselekszenek/cselekednek	hízik	low	ünk	híziK	hízunk	hízVnk
cselekszenek/cselekednek	horgászik	low	nek	horgásiK	horgásnak	horgásnVk
cselekszenek/cselekednek	reggelizik	low	nek	reggeliziK	reggeliznek	reggeliznVk
cselekszenek/cselekednek	bányászik	low	nek	báṉásiK	báṉásnak	báṉásnVk
cselekszenek/cselekednek	öregedik	low	nek	öregediK	öregednek	öregednVk
cselekszenek/cselekednek	zárkózik	low	ünk	zárkóziK	zárkózunk	zárkózVnk
cselekszenek/cselekednek	részesedik	low	tek	résešediK	résešedtek	résešedtVk
cselekszenek/cselekednek	tenyészik	low	nek	teṉésiK	teṉésnek	teṉésnVk
cselekszenek/cselekednek	tanakodik	low	nek	tanakodiK	tanakodnak	tanakodnVk
cselekszenek/cselekednek	csókolózik	low	nek	čókolóziK	čókolóznak	čókolóznVk
cselekszenek/cselekednek	horgászik	low	ünk	horgásiK	horgásunk	horgásVnk
cselekszenek/cselekednek	telítődik	low	nek	telítődiK	telítődnek	telítődnVk
cselekszenek/cselekednek	fekszik	high	nek	feksiK	feküsnek	feküsnVk
cselekszenek/cselekednek	fekszik	low	nek	feksiK	feküsnek	feküsnVk
cselekszenek/cselekednek	porosodik	low	nek	porošodiK	porošodnak	porošodnVk
cselekszenek/cselekednek	háborúzik	low	nek	háborúziK	háborúznak	háborúznVk
cselekszenek/cselekednek	ágazik	low	nek	ágaziK	ágaznak	ágaznVk
cselekszenek/cselekednek	vetélkedik	low	tek	vetélkediK	vetélkedtek	vetélkedtVk
cselekszenek/cselekednek	adakozik	low	nek	adakoziK	adakoznak	adakoznVk
cselekszenek/cselekednek	vacsorázik	low	nek	vačoráziK	vačoráznak	vačoráznVk
cselekszenek/cselekednek	birkózik	low	ünk	birkóziK	birkózunk	birkózVnk
cselekszenek/cselekednek	öltözik	low	ünk	öltöziK	öltözünk	öltözVnk
cselekszenek/cselekednek	ázik	low	nek	áziK	áznak	áznVk
cselekszenek/cselekednek	sejlik	high	nek	šejliK	šejlenek	šejlVnVk
cselekszenek/cselekednek	éhezik	low	ünk	éheziK	éhezünk	éhezVnk
cselekszenek/cselekednek	látszik	high	ünk	látsiK	látsunk	látsVnk
cselekszenek/cselekednek	vérzik	high	nek	vérziK	véreznek	véreznVk
cselekszenek/cselekednek	gyanakszik	high	nek	ḏanaksiK	ḏanaksanak	ḏanaksVnVk
cselekszenek/cselekednek	gyanakszik	low	nek	ḏanaksiK	ḏanaksanak	ḏanaksVnVk
cselekszenek/cselekednek	bizakodik	low	ünk	bizakodiK	bizakodunk	bizakodVnk
cselekszenek/cselekednek	színeződik	low	nek	síneződiK	síneződnek	síneződnVk
cselekszenek/cselekednek	iszik	low	tek	isiK	istok	istVk
cselekszenek/cselekednek	vetkőzik	low	nek	vetkőziK	vetkőznek	vetkőznVk
cselekszenek/cselekednek	káromkodik	low	nek	káromkodiK	káromkodnak	káromkodnVk
cselekszenek/cselekednek	tévézik	low	nek	tévéziK	tévéznek	tévéznVk
cselekszenek/cselekednek	kígyózik	low	nek	kíḏóziK	kíḏóznak	kíḏóznVk
cselekszenek/cselekednek	táborozik	low	nek	táboroziK	táboroznak	táboroznVk
cselekszenek/cselekednek	kanyarodik	low	nek	kaṉarodiK	kaṉarodnak	kaṉarodnVk
cselekszenek/cselekednek	bajlódik	low	nek	bajlódiK	bajlódnak	bajlódnVk
cselekszenek/cselekednek	kívánkozik	low	nek	kívánkoziK	kívánkoznak	kívánkoznVk
cselekszenek/cselekednek	folyamodik	low	ünk	fojamodiK	fojamodunk	fojamodVnk
cselekszenek/cselekednek	kacérkodik	low	nek	kacérkodiK	kacérkodnak	kacérkodnVk
cselekszenek/cselekednek	ítélkezik	low	tek	ítélkeziK	ítélkeztek	ítélkeztVk
cselekszenek/cselekednek	érintkezik	low	ünk	érintkeziK	érintkezünk	érintkezVnk
cselekszenek/cselekednek	kínlódik	low	nek	kínlódiK	kínlódnak	kínlódnVk
cselekszenek/cselekednek	vélekedik	low	ünk	vélekediK	vélekedünk	vélekedVnk
cselekszenek/cselekednek	bulizik	low	ünk	buliziK	bulizunk	bulizVnk
cselekszenek/cselekednek	cseperedik	low	nek	čeperediK	čeperednek	čeperednVk
cselekszenek/cselekednek	sorolódik	low	nek	šorolódiK	šorolódnak	šorolódnVk
cselekszenek/cselekednek	avatkozik	low	ünk	avatkoziK	avatkozunk	avatkozVnk
cselekszenek/cselekednek	szakosodik	low	nek	sakošodiK	sakošodnak	sakošodnVk
cselekszenek/cselekednek	szegődik	low	nek	segődiK	segődnek	segődnVk
cselekszenek/cselekednek	telepszik	low	nek	telepsiK	telepsenek	telepsVnVk
cselekszenek/cselekednek	telepszik	high	nek	telepsiK	telepsenek	telepsVnVk
cselekszenek/cselekednek	értekezik	low	ünk	értekeziK	értekezünk	értekezVnk
cselekszenek/cselekednek	okoskodik	low	nek	okoškodiK	okoškodnak	okoškodnVk
cselekszenek/cselekednek	ügyködik	low	nek	üḏködiK	üḏködnek	üḏködnVk
cselekszenek/cselekednek	siránkozik	low	nek	širánkoziK	širánkoznak	širánkoznVk
cselekszenek/cselekednek	dicsekszik	high	ünk	dičeksiK	dičeksünk	dičeksVnk
cselekszenek/cselekednek	dicsekszik	low	ünk	dičeksiK	dičeksünk	dičeksVnk
cselekszenek/cselekednek	torlódik	low	nek	torlódiK	torlódnak	torlódnVk
cselekszenek/cselekednek	növekszik	high	ünk	növeksiK	növeksünk	növeksVnk
cselekszenek/cselekednek	növekszik	low	ünk	növeksiK	növeksünk	növeksVnk
cselekszenek/cselekednek	hajózik	low	nek	hajóziK	hajóznak	hajóznVk
cselekszenek/cselekednek	viaskodik	low	nek	viaškodiK	viaškodnak	viaškodnVk
cselekszenek/cselekednek	bizakodik	low	nek	bizakodiK	bizakodnak	bizakodnVk
cselekszenek/cselekednek	dohányzik	high	ünk	doháṉziK	doháṉzunk	doháṉzVnk
cselekszenek/cselekednek	melegedik	low	tek	melegediK	melegedtek	melegedtVk
cselekszenek/cselekednek	barátkozik	low	ünk	barátkoziK	barátkozunk	barátkozVnk
cselekszenek/cselekednek	vetemedik	low	nek	vetemediK	vetemednek	vetemednVk
cselekszenek/cselekednek	biciklizik	low	nek	bicikliziK	bicikliznek	bicikliznVk
cselekszenek/cselekednek	vétkezik	low	nek	vétkeziK	vétkeznek	vétkeznVk
cselekszenek/cselekednek	vétkezik	low	ünk	vétkeziK	vétkezünk	vétkezVnk
cselekszenek/cselekednek	érlelődik	low	nek	érlelődiK	érlelődnek	érlelődnVk
cselekszenek/cselekednek	siránkozik	low	ünk	širánkoziK	širánkozunk	širánkozVnk
cselekszenek/cselekednek	hisztizik	low	nek	histiziK	histiznek	histiznVk
cselekszenek/cselekednek	ülésezik	low	nek	üléšeziK	üléšeznek	üléšeznVk
cselekszenek/cselekednek	bízik	low	tek	bíziK	bíztok	bíztVk
cselekszenek/cselekednek	gyűlik	low	ünk	ḏűliK	ḏűlünk	ḏűlVnk
cselekszenek/cselekednek	iparkodik	low	nek	iparkodiK	iparkodnak	iparkodnVk
cselekszenek/cselekednek	kereskedik	low	ünk	kereškediK	kereškedünk	kereškedVnk
cselekszenek/cselekednek	hangolódik	low	ünk	hangolódiK	hangolódunk	hangolódVnk
cselekszenek/cselekednek	értekezik	low	tek	értekeziK	értekeztek	értekeztVk
cselekszenek/cselekednek	marakodik	low	nek	marakodiK	marakodnak	marakodnVk
cselekszenek/cselekednek	buszozik	low	ünk	busoziK	busozunk	busozVnk
cselekszenek/cselekednek	iratkozik	low	nek	iratkoziK	iratkoznak	iratkoznVk
cselekszenek/cselekednek	mosódik	low	nek	mošódiK	mošódnak	mošódnVk
cselekszenek/cselekednek	csírázik	low	nek	číráziK	číráznak	číráznVk
cselekszenek/cselekednek	gúnyolódik	low	nek	gúṉolódiK	gúṉolódnak	gúṉolódnVk
cselekszenek/cselekednek	dicsekszik	high	nek	dičeksiK	dičekednek	dičekednVk
cselekszenek/cselekednek	dicsekszik	low	nek	dičeksiK	dičekednek	dičekednVk
cselekszenek/cselekednek	hadakozik	low	nek	hadakoziK	hadakoznak	hadakoznVk
cselekszenek/cselekednek	túrázik	low	nek	túráziK	túráznak	túráznVk
cselekszenek/cselekednek	egyezik	low	ünk	eḏeziK	eḏezünk	eḏezVnk
cselekszenek/cselekednek	áhítozik	low	nek	áhítoziK	áhítoznak	áhítoznVk
cselekszenek/cselekednek	ábrándozik	low	nek	ábrándoziK	ábrándoznak	ábrándoznVk
cselekszenek/cselekednek	tolakszik	high	nek	tolaksiK	tolakodnak	tolakodnVk
cselekszenek/cselekednek	tolakszik	low	nek	tolaksiK	tolakodnak	tolakodnVk
cselekszenek/cselekednek	forgolódik	low	nek	forgolódiK	forgolódnak	forgolódnVk
cselekszenek/cselekednek	hitelezik	low	nek	hiteleziK	hiteleznek	hiteleznVk
cselekszenek/cselekednek	díszlik	high	nek	dísliK	díslenek	díslVnVk
cselekszenek/cselekednek	futkározik	low	nek	futkároziK	futkároznak	futkároznVk
cselekszenek/cselekednek	ízlik	high	nek	ízliK	ízlenek	ízlVnVk
cselekszenek/cselekednek	kávézik	low	nek	kávéziK	kávéznak	kávéznVk
cselekszenek/cselekednek	szűrődik	low	nek	sűrődiK	sűrődnek	sűrődnVk
cselekszenek/cselekednek	párosodik	low	nek	párošodiK	párošodnak	párošodnVk
cselekszenek/cselekednek	döglik	low	nek	dögliK	döglenek	döglVnVk
cselekszenek/cselekednek	reggelizik	low	tek	reggeliziK	reggeliztek	reggeliztVk
cselekszenek/cselekednek	vágyódik	low	nek	váḏódiK	váḏódnak	váḏódnVk
cselekszenek/cselekednek	íratik	low	nek	íratiK	íratnak	íratnVk
cselekszenek/cselekednek	napozik	low	nek	napoziK	napoznak	napoznVk
cselekszenek/cselekednek	habozik	low	nek	haboziK	haboznak	haboznVk
cselekszenek/cselekednek	kergetőzik	low	nek	kergetőziK	kergetőznek	kergetőznVk
cselekszenek/cselekednek	ébredezik	low	nek	ébredeziK	ébredeznek	ébredeznVk
cselekszenek/cselekednek	teljesedik	low	tek	telješediK	telješedtek	telješedtVk
cselekszenek/cselekednek	öregedik	low	tek	öregediK	öregedtek	öregedtVk
cselekszenek/cselekednek	vágyódik	low	ünk	váḏódiK	váḏódunk	váḏódVnk
cselekszenek/cselekednek	törekszik	high	ünk	töreksiK	törekedünk	törekedVnk
cselekszenek/cselekednek	törekszik	low	ünk	töreksiK	törekedünk	törekedVnk
cselekszenek/cselekednek	kérkedik	low	nek	kérkediK	kérkednek	kérkednVk
cselekszenek/cselekednek	motorozik	low	ünk	motoroziK	motorozunk	motorozVnk
cselekszenek/cselekednek	nyugszik	high	ünk	ṉugsiK	ṉugsunk	ṉugsVnk
cselekszenek/cselekednek	nyugszik	low	ünk	ṉugsiK	ṉugsunk	ṉugsVnk
cselekszenek/cselekednek	diétázik	low	ünk	diétáziK	diétázunk	diétázVnk
cselekszenek/cselekednek	vérzik	high	tek	vérziK	véreztek	véreztVk
cselekszenek/cselekednek	óvakodik	low	nek	óvakodiK	óvakodnak	óvakodnVk
cselekszenek/cselekednek	cigizik	low	nek	cigiziK	cigiznek	cigiznVk
cselekszenek/cselekednek	bóklászik	low	ünk	bóklásiK	bóklásunk	bóklásVnk
cselekszenek/cselekednek	szikrázik	low	nek	sikráziK	sikráznak	sikráznVk
cselekszenek/cselekednek	drogozik	low	nek	drogoziK	drogoznak	drogoznVk
cselekszenek/cselekednek	szellőzik	low	nek	sellőziK	sellőznek	sellőznVk
cselekszenek/cselekednek	irigykedik	low	tek	iriḏkediK	iriḏkedtek	iriḏkedtVk
cselekszenek/cselekednek	tagozódik	low	nek	tagozódiK	tagozódnak	tagozódnVk
cselekszenek/cselekednek	igyekszik	high	ünk	iḏeksiK	iḏekezünk	iḏekezVnk
cselekszenek/cselekednek	igyekszik	low	ünk	iḏeksiK	iḏekezünk	iḏekezVnk
cselekszenek/cselekednek	vedlik	high	nek	vedliK	vedlenek	vedlVnVk
cselekszenek/cselekednek	vitatkozik	low	tek	vitatkoziK	vitatkoztok	vitatkoztVk
cselekszenek/cselekednek	emésztődik	low	nek	eméstődiK	eméstődnek	eméstődnVk
cselekszenek/cselekednek	ágyazódik	low	nek	áḏazódiK	áḏazódnak	áḏazódnVk
cselekszenek/cselekednek	mozgolódik	low	nek	mozgolódiK	mozgolódnak	mozgolódnVk
cselekszenek/cselekednek	fejlődik	low	tek	fejlődiK	fejlődtök	fejlődtVk
cselekszenek/cselekednek	vetekszik	high	nek	veteksiK	veteksenek	veteksVnVk
cselekszenek/cselekednek	vetekszik	low	nek	veteksiK	veteksenek	veteksVnVk
cselekszenek/cselekednek	kártyázik	low	nek	kárṯáziK	kárṯáznak	kárṯáznVk
cselekszenek/cselekednek	alszik	high	tek	alsiK	alsotok	alsVtVk
